Username, Rounds Played, Time Played, Revives, Repairs, Heals, Resupplies, Squad Score, Orders_Comp, Flag Captured, Flag Defended, Bombs Placed, Bombs Defused, Game Mode Score, Region, ActInd, PTFOInd, TWInd
MarkCVI,0,0,0,0,0,0,0,0,0,0,0,0,1.7215e+06,2,0,0,0
MaxiZevs,0,0,0,0,0,0,0,0,0,0,0,0,4.28364e+06,2,0,0,0
Misslunapeach,4,2920,33,0,93,0,16810,0,44,16,0,0,852245,2,18.2552,53.4037,39.0513
Mizuhero,0,0,0,0,0,0,0,0,0,0,0,0,3.8789e+06,1,0,0,0
Monstercat_Houes,0,0,0,0,0,0,0,0,0,0,0,0,2.97198e+06,3,0,0,0
MrFunnyLP,0,0,0,0,0,0,0,0,0,0,0,0,1.85569e+06,2,0,0,0
MrMagBear,13,14594,31,0,54,0,50730,0,57,62,0,0,634730,1,37.3596,35.8149,13.9035
MrRenoRaines,0,0,0,0,0,0,0,0,0,0,0,0,738500,2,0,0,0
Mtsyri,17,14895,38,0,250,0,67900,0,118,51,0,0,1.50297e+06,2,41.5258,58.6271,23.9497
NG-L0key,7,7439,4,4,6,0,7310,0,16,22,0,0,190200,2,26.4632,15.8676,7.68428
NKPG-Tuffno,0,0,0,0,0,0,0,0,0,0,0,0,907715,2,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaShMi93,0,0,0,0,0,0,0,0,0,0,0,0,5.65644e+06,2,0,0,0
Nagano_PL,0,0,0,0,0,0,0,0,0,0,0,0,845445,2,0,0,0
Natxcc,18,10294,0,0,0,0,14240,0,12,6,0,0,987404,2,39.6866,28.8261,5.30327
Nerima_min,11,9112,40,0,88,0,12390,0,26,33,0,0,154775,3,31.8234,14.8571,16.7927
NeverMoreIlIl,0,0,0,0,0,0,0,0,0,0,0,0,1.02528e+07,3,0,0,0
NoobigeKrokodil,9,7821,75,0,303,0,34070,1,19,22,0,0,4.00514e+06,2,28.7905,107.791,49.8436
NuesschenKrieger,4,4611,4,0,8,1,25220,0,9,21,0,0,5.0777e+06,2,20.5975,138.322,11.9109
Nussenz,0,0,0,0,0,0,0,0,0,0,0,0,162450,3,0,0,0
Oddech_Mamuta,6,11042,0,0,0,0,40,0,28,18,0,0,1.5661e+06,2,28.1991,56.1724,1.56508
Old_Machines,0,0,0,0,0,0,0,0,0,0,0,0,1.76925e+06,2,0,0,0
PBall_TH,7,4890,4,0,29,0,2690,0,21,17,0,0,632035,3,23.9254,27.7449,8.42673
PaGo2k5,0,0,0,0,0,0,0,0,0,0,0,0,3.27971e+06,2,0,0,0
PanDaTV-1653448,0,0,0,0,0,0,0,0,0,0,0,0,994450,3,0,0,0
Panzerschulz,0,0,0,0,0,0,0,0,0,0,0,0,259085,2,0,0,0
Paul_Alkohol,0,0,0,0,0,0,0,0,0,0,0,0,477955,2,0,0,0
Phobia__CZEKO,0,324,11,0,3,0,850,0,1,2,0,0,4.67099e+06,2,6.85506,0,0
Pibocci,8,7075,78,0,252,0,14700,0,36,18,0,0,394820,3,27.1407,24.4896,47.5468
PlatinumRated,0,0,0,0,0,0,0,0,0,0,0,0,6.01443e+06,2,0,0,0
PolishShield-PL,0,0,0,0,0,0,0,0,0,0,0,0,1.33769e+06,2,0,0,0
